church_name,church_url,city,state,size,denomination
Kempsville Presbyterian Church,http://www.kpc.org,Virginia Beach,VA,2200,Evangelical Presbyterian Church
Kensington Community Church,http://www.kensingtonchurch.org,Troy,MI,11000,Unknown (unspecified)
Kentwood Community Church,http://www.kentwoodcommunitychurch.com,Kentwood,MI,2581,Wesleyan
King Jesus International Ministry,http://www.kingjesus.org,Miami,FL,16800,"Independent, Nondenominational"
King of Kings Lutheran Church,http://www.kingofkingsomaha.org,Omaha,NE,2400,Lutheran (unspecified)
King Street Church,http://kingstreetchurch.com,Chambersburg,PA,2000,Unknown (unspecified)
King’s Cathedral Maui,http://www.kingscathedral.com,Kahului,HI,5409,Assemblies of God
Kingdom Church,http://www.kcnj.org,Ewing,NJ,2500,Unknown (unspecified)
Kingdom in the Valley Christian Church,http://www.kivcc.org,Litchfield Park,AZ,3300,CHRISTIAN
Kingdom Life Christian Church,http://www.kingdomlifecc.org,Milford,CT,2500,"Independent, Nondenominational"
Kingsland Baptist Church,http://www.kingsland.org,Katy,TX,2800,Southern Baptist Convention
Kingsway Christian Church,http://www.kingswaychurch.org,Avon,IN,2549,CHRISTIAN
Kingwood Church,http://www.kingwoodchurch.com,Alabaster,AL,2000,Assemblies of God
Kirby Woods Baptist Church,http://www.kwbc.org,Memphis,TN,1800,Southern Baptist Convention
Knott Avenue Christian Church,http://www.kacc.com,Anaheim,CA,2208,CHRISTIAN
Korean Central Presbyterian Church,http://www.kcpc.org/kcpc/english/about/about.asp,Centreville,VA,4500,Presbyterian Church of America
Korean Community Presbyterian Church,http://www.yunhap.org,Duluth,GA,3000,Korean Presbyterian Church
La Casa de Cristo Lutheran Church,http://www.lacasadecristo.com,Scottsdale,AZ,2000,Lutheran (unspecified)
La Catedral del Pueblo,http://Missing,Miami,FL,2000,"Independent, Nondenominational"
La Croix United Methodist Church,http://www.lacroixchurch.org,Cape Girardeau,MO,1943,United Methodist Church
La Iglesia en el Camino,http://www.laiglesiaenelcamino.org/,Van Nuys,CA,5000,Four Square
Lake Arlington Baptist Church,http://www.labc.com,Arlington,TX,2000,Southern Baptist Convention
Lake Avenue Church,http://www.lakeave.org,Pasadena,CA,5000,Unknown (unspecified)
Lake City Community Church,http://www.lakecitycc.org,Coeur D Alene,ID,1925,Assemblies of God
Lake Forest Church,http://www.lakeforestchurch.org,Huntersville,NC,2000,Evangelical Presbyterian Church
Lake Hills Church,http://www.lhc.org,Austin,TX,3204,Southern Baptist Convention
Lake Pointe Church,http://www.lakepointe.org,Rockwall,TX,11225,Southern Baptist Convention
Lake Providence Missionary Baptist Church,http://www.lpmbc.org,Nashville,TN,2200,Missionary Baptist
Lakeside Baptist Church,http://www.lakesidebc.org,Granbury,TX,1800,Baptist (unspecified)
Lakeside Church,http://www.lakesidechurch.com,Folsom,CA,3000,Unknown (unspecified)
Lakeview Christian Center,http://www.lakeviewcenter.org,Indianapolis,IN,2000,Assemblies of God
Lakewood Church,http://www.lakewood.cc,Houston,TX,45000,"Independent, Nondenominational"
Lancaster Baptist Church,http://www.lancasterbaptist.org,Lancaster,CA,6000,Baptist (unspecified)
LCBC Church,http://www.LCBCChurch.com,Manheim,PA,19000,"Independent, Nondenominational"
Lees Summit Community Church,http://www.lscckc.org,Lee's Summit,MO,2001,Unknown (unspecified)
Legacy Church,http://www.legacychurchnm.com,Albuquerque,NM,10100,"Independent, Nondenominational"
Lenexa Christian Center,http://www.lenexachristian.org,Shawnee Mission,KS,3000,Assemblies of God
Lexington Baptist Church,http://www.lexingtonbaptist.org,Lexington,SC,1800,Southern Baptist Convention
Liberty Baptist Church,http://www.lbcmin.com,Hampton,VA,3023,Southern Baptist Convention
Liberty Bible Church,http://www.lbchurch.org,Chesterton,IN,1800,Evangelical Free
Liberty Churches,http://www.libertychurches.org,Shrewsbury,MA,2100,Assemblies of God
Life Center,http://www.life-center.org,Tacoma,WA,4811,Assemblies of God
Life Center,http://www.lifechurch-stl.com,Saint Louis,MO,2500,"Independent, Nondenominational"
Life Center Church,http://www.thelifecenter.org,Eatonville,FL,2500,Unknown (unspecified)
Life Center Foursquare,http://www.lifecenter.net,Spokane,WA,4500,Four Square
Life Center Ministries,http://www.lifecentercathedral.com,New Orleans,LA,6500,Unknown (unspecified)
Life Changers International Church,http://www.changinglives.org,Hoffman Estates,IL,3000,"Independent, Nondenominational"
Life Church,http://www.lifechurchonline.com,Irving,CA,2100,"Independent, Nondenominational"
Life Church of God In Christ,http://www.lifechurchriverside.org,Riverside,CA,4500,Church of God in Christ
Life Church of Memphis,http://www.thelifechurch.com,Cordova,TN,3000,"Independent, Nondenominational"
Life Tabernacle,http://www.lifetabernacle.cc,Houston,TX,3000,Unknown (unspecified)
Life.Church,http://www.life.church,Edmond,OK,85000,Evangelical Covenant
LifeBridge Christian Church,http://www.lbcc.org,Longmont,CO,3121,CHRISTIAN
Lifechurch,http://www.lifechurchlv.org,Allentown,PA,2000,"Independent, Nondenominational"
LifeChurch,http://www.lifechurch-stl.com,St Louis,MO,2000,"Independent, Nondenominational"
Lifegate Church,http://www.lifegateomaha.com,Omaha,NE,1800,"Independent, Nondenominational"
Lifepoint Church,http://www.visitlifepoint.org,Fredericksburg,VA,1800,Unknown (unspecified)
LifePoint Church,http://www.lifepointchurch.org,Smyrna,TN,3100,Baptist (unspecified)
LifePoint Church,http://www.lifepointnv.com,Minden,NV,2000,"Independent, Nondenominational"
LifePoint Church,http://www.lifepointchurch.us,Reisterstown,MD,2000,Unknown (unspecified)
LifePoint Community Church,http://www.lifepoint.tv,Tampa,FL,2200,Southern Baptist Convention
Lifeway Church Ministries,http://www.lifewaychurchministries.org,Rancho Cucamonga,CA,2000,Unknown (unspecified)
Lighthouse Christian Center,http://www.lighthousehome.org,Puyallup,WA,1800,Christian & Missionary Alliance
Lighthouse Church of All Nations,http://www.thelighthousechurch.org,Alsip,IL,2000,Unknown (unspecified)
Lilly Grove Missionary Baptist Church,http://www.lillygrove.org,Houston,TX,1900,Baptist (unspecified)
Lima Community Church,http://www.limacc.com,Lima,OH,1888,Church of the Nazarene
Lincoln Berean Church,http://www.lincolnberean.org,Lincoln,NE,5000,"Independent, Nondenominational"
Lincoln Heights Missionary Baptist Church,http://www.lhmbc.org,Cincinnati,OH,3200,Baptist (unspecified)
Lindsay Lane Baptist Church,http://www.lindsaylane.org,Athens,AL,1800,Southern Baptist Convention
Liquid Church,http://www.liquidchurch.com,Morristown,NJ,2000,"Independent, Nondenominational"
Little Country Church,http://www.littlecountrychurch.org,Redding,CA,3800,"Independent, Nondenominational"
Living Faith Christian Center,http://www.Livingfaith-cc.org,Baton Rouge,LA,4750,"Independent, Nondenominational"
Living Hope Baptist Church,http://www.livinghopewired.com,Bowling Green,KY,2100,Southern Baptist Convention
Living Hope Church,http://www.livinghopechurch.com,Vancouver,WA,5200,"Independent, Nondenominational"
Living Stones Church,http://www.livingstonesreno.com,Reno,NV,2297,"Independent, Nondenominational"
Living Streams Church,http://www.livingstreams.org,Phoenix,AZ,2000,Unknown (unspecified)
Living Word Christian Center,http://www.livingwd.org,Forest Park,IL,4500,"Independent, Nondenominational"
Living Word Christian Center,http://www.lwcc.org,Brooklyn Park,MN,9000,Unknown (unspecified)
Living Word Community Church,http://www.lwccyork.com,York,PA,2500,"Independent, Nondenominational"
Logos Baptist Assembly,http://Missing,Chicago,IL,2200,Baptist (unspecified)
Loma Linda University Church,http://www.lluc.org,Loma Linda,CA,3800,Seventh-day Adventist
Long Hollow Baptist Church,http://www.longhollow.com,Hendersonville,TN,7154,Southern Baptist Convention
Longview Baptist Temple,http://lbtministries.com,Longview,TX,2500,Baptist (unspecified)
Love Fellowship Tabernacle,http://www.lovefellowship.net,Brooklyn,NY,2000,"Independent, Nondenominational"
Love International Ministries,http://loveinternational.org,Phoenix,AZ,4200,"Independent, Nondenominational"
Loving Word Fellowship,http://www.lovingwordfellowship.com/,Houston,TX,2500,Baptist General Conference
Lutheran Church of Hope,http://www.lutheranchurchofhope.org,West Des Moines,IA,10578,Evangelical Lutheran Church in America
Madison Church of Christ,http://www.madisoncofc.org,Madison,TN,2150,Church of Christ
Madison Park Church of God,http://www.madisonparkchurch.org,Anderson,IN,2000,"Church of God, Cleveland"
Man’s Authentic Nature,,Loveland,OH,4000,Vineyard
Manchester Christian Church,http://www.manchesterchristian.com,Manchester,NH,2100,CHRISTIAN
Manna Church,http://www.mannachurch.org,Fayetteville,NC,7300,Unknown (unspecified)
Maranatha Adventist Church,http://www.maranathasda.com,Atlanta,GA,2100,Seventh-day Adventist
Maranatha Chapel,http://www.maranathachapel.org,San Diego,CA,6000,"Independent, Nondenominational"
Maranatha Fellowship Church,http://www.mfctoday.org,Saint Albans,WV,2200,Unknown (unspecified)
Marathon Church,http://www.marathonchurch.org,Greenville,SC,2500,Baptist (unspecified)
March of Faith Ministries,http://www.marchoffaith.com,Houston,TX,1800,Baptist (unspecified)
Mariners Church,http://www.marinerschurch.org,Irvine,CA,13567,"Independent, Nondenominational"
Mars Hill Bible Church,http://www.marshill.org,Grandville,MI,12000,"Independent, Nondenominational"
Mayfair Church of Christ,http://www.mayfair.org,Huntsville,AL,1800,Church of Christ
McGregor Baptist Church,http://www.mcgregor.net,Fort Myers,FL,3453,Southern Baptist Convention
McKinney Memorial Bible Church,http://www.mckinneychurch.com,Fort Worth,TX,2000,"Independent, Nondenominational"
McLean Bible Church,http://www.mcleanbible.org,Vienna,VA,8153,"Independent, Nondenominational"
Meadowbrook Church,http://www.mbcocala.com,Ocala,FL,3001,"Independent, Nondenominational"
Mecklenburg Community Church,http://www.mecklenburg.org,Charlotte,NC,2000,Unknown (unspecified)
Memorial Baptist Church,http://www.memorialbaptistchurch.com,Evansville,IN,2000,Baptist (unspecified)
Memorial Road Church of Christ,http://www.mrcc.org,Edmond,OK,2600,Church of Christ
Menlo Park Presbyterian Church,http://www.mppc.org,Menlo Park,CA,3737,ECO
Metro Church of God,http://www.metrocog.org,Birmingham,AL,2000,"Church of God, Cleveland"
Metro International Church,http://www.metroministries.org,Brooklyn,NY,2400,"Independent, Nondenominational"
Metropolitan Baptist Church,http://www.mbcnewark.org,Newark,NJ,2500,Baptist (unspecified)
Metropolitan Bible Church,http://www.metbiblechurch.ca,Ottawa,ON,2500,"Independent, Nondenominational"
Miami Vineyard Community Church,http://www.miamivineyard.com,Miami,FL,2000,Vineyard
Mid Way Baptist Church,http://www.mid-way.com,Raleigh,NC,2600,"Independent, Nondenominational"
Milestone Church,http://www.milestonechurch.com,Keller,TX,2000,Unknown (unspecified)
Ministerio Internacional El Rey Jesus,http://www.elreyjesus.org,Miami,FL,5500,"Independent, Nondenominational"
Ministerios Bethania USA,http://bethaniausa.com/inicio.html,Carrollton,TX,2500,Unknown (unspecified)
Ministerios Llamada Final,http://www.llamadafinal.com,Downey,CA,3500,"Independent, Nondenominational"
Mission Community Church,http://www.mission68.org,Gilbert,AZ,6195,Unknown (unspecified)
Mission Eben Ezer Family Church,http://www.missionebenezer.com,Carson,CA,2750,Assemblies of God
Mission Hills Church,http://www.missionhills.org,Littleton,CO,3600,Baptist General Conference
Mobberly Baptist Church,http://www.mobberly.org,Longview,TX,2118,Southern Baptist Convention
Montgomery Community Church,http://www.mcc.us,Cincinnati,OH,2500,American Baptist
More Than Conquerors Faith Church,http://www.mtcfc.org,Birmingham,AL,3000,Unknown (unspecified)
Morning Star Baptist Church,http://www.msbc-bos.org,Mattapan,MA,2100,Baptist (unspecified)
Morning Star Church,http://www.mscwired.org,O'Fallon,MO,1945,United Methodist Church
Morning Star Community Church,http://www.morningstarchurch.com,Salem,OR,2500,"Independent, Nondenominational"
Morningstar Christian Chapel,http://www.morningstarcc.org,Whittier,CA,3000,"Independent, Nondenominational"
Morningstar Fellowship Church,http://www.morningstarministries.org,Fort Mill,SC,2500,"Independent, Nondenominational"
Mount Ararat Baptist Church,http://www.mt-ararat.org,Pittsburgh,PA,4800,Baptist (unspecified)
Mount Bethel Baptist Church,http://www.mountbethel.org,Fort Lauderdale,FL,2000,Baptist (unspecified)
Mount Bethel United Methodist Church,http://www.mtbethel.org,Marietta,GA,2950,United Methodist Church
Mount Calvary Baptist Church,http://www.mountcalvarychurch.org,Fairfield,CA,3800,Southern Baptist Convention
Mount Corinth Baptist Church,http://www.mountcorinth.com,Houston,TX,2000,Unknown (unspecified)
Mount Ennon Baptist Church,http://mtennon.org,Clinton,MD,5000,Baptist (unspecified)
Mount Ephraim Baptist Church,http://www.mtephraim.com,Atlanta,GA,5500,Baptist (unspecified)
Mount Hope Church,http://www.mounthopechurch.org,Lansing,MI,4300,Assemblies of God
Mount Lebanon Missionary Baptist Church,http://www.themountleads.org,Chesapeake,VA,2300,Missionary Baptist
Mount Olive Baptist Church,http://www.mountolive.org,Fort Lauderdale,FL,3000,Baptist (unspecified)
Mount Olive Baptist Church,http://www.mountolivebc.org,Arlington,TX,3500,Baptist (unspecified)
Mount Olive Missionary Baptist Church,http://www.mountolive-baptistchurch.org,Indianapolis,IN,2500,Missionary Baptist
Mount Olivet Lutheran Church,http://www.mtolivet.org,Minneapolis,MN,5895,Evangelical Lutheran Church in America
Mount Paran Church of God,http://www.mountparan.com,Atlanta,GA,4000,"Church of God, Cleveland"
Mount Paran Church of God North,http://www.mtparan.com,Marietta,GA,2000,"Church of God, Cleveland"
Mount Pisgah United Methodist Church,http://www.mountpisgah.org,Johns Creek,GA,2211,United Methodist Church
Mount Pleasant Christian Church,http://www.mpcc.info,Greenwood,IN,3232,CHRISTIAN
Mount Pleasant Church And Ministries,http://www.mountpleasant.org,Baltimore,MD,8000,"Independent, Nondenominational"
Mount Sinai Missionary Baptist Church,http://www.themount.net,Austin,TX,2200,Baptist (unspecified)
Mount Vernon Baptist Church,http://www.mt-vernon.org,Memphis,TN,3000,Baptist (unspecified)
Mount Zion,http://www.mtzion.org,Clarkston,MI,6000,"Independent, Nondenominational"
Mount Zion Baptist Church,http://www.mountzion.net,Seattle,WA,2500,Baptist (unspecified)
Mount Zion Baptist Church,http://www.mtzbc.com,Greensboro,NC,2800,Baptist (unspecified)
Mount Zion Baptist Church,http://www.mtzionnashville.org,Nashville,TN,21000,Baptist (unspecified)
Mount Zion Baptist Church of Oakwood Village,http://www.mtzionoakwood.org,Oakwood Village,OH,3000,Baptist (unspecified)
Mountain Christian Church,http://www.mountainchristian.org,Joppa,MD,4270,CHRISTIAN
Mountain Lake Church,http://www.mountainlakechurch.org,Cumming,GA,2500,"Independent, Nondenominational"
Mountain Springs Church,http://www.mountainsprings.org,Colorado Springs,CO,3500,"Independent, Nondenominational"
Mountaintop Community Church,http://www.mountaintopchurch.com,Birmingham,AL,2000,"Independent, Nondenominational"
Mud Creek Baptist Church,http://www.mudcreekchurch.org,Hendersonville,NC,2590,Southern Baptist Convention
Mundo De Fe,http://www.mundodefe.org,Carrollton,TX,2000,Unknown (unspecified)
Nappanee Missionary Church,http://www.nmc1.org,Nappanee,IN,3000,Unknown (unspecified)
National Church of God,http://www.nationalcog.com,Fort Washington,MD,2500,"Church of God, Cleveland"
Neighborhood Church of Redding,http://www.ncredding.com,Redding,CA,2500,Christian & Missionary Alliance
Neighborhood Church/Three Crosses,http://www.3crosses.org,Castro Valley,CA,2500,"Independent, Nondenominational"
New Beginnings Community Church,http://www.nbccsite.org,Darien,CT,2000,"Independent, Nondenominational"
New Beginnings Fellowship Church,http://newbeginningsfc.org,Indianapolis,IN,3000,"Independent, Nondenominational"
New Birth Baptist Church,http://nbbcmiami.org,Miami,FL,9000,Baptist (unspecified)
New Birth Baptist Church,http://Missing,Dallas,TX,3000,Unknown (unspecified)
New Birth Church,http://www.newbirthcal.org,Pittsburg,CA,2000,Unknown (unspecified)
New Birth Church,http://www.newbirth.org,Jonesboro,GA,5000,Baptist (unspecified)
New Birth-Charlotte,http://www.newbirthcharlotte.org,Cornelius,NC,6500,"Independent, Nondenominational"
New Covenant Baptist Church,http://www.thecovenant.org,Orlando,FL,2200,Baptist (unspecified)
New Covenant Community Church,http://www.newcov.com,Fresno,CA,1900,Baptist General Conference
New Creation Church,http://www.newcreationchurchtn.com/,Shelbyville,TN,2500,"Independent, Nondenominational"
New Destiny Christian Center,http://www.ndcc.tv,Apopka,FL,2000,Unknown (unspecified)
New Dimensions Christian Center,http://www.newdimensionscc.com,Pensacola,FL,3300,"Independent, Nondenominational"
New Direction Christian Church,http://www.n2newdirection.org,Memphis,TN,10948,CHRISTIAN
New Faith Baptist Church International,http://www.newfaithbaptist.org,Matteson,IL,4900,Southern Baptist Convention
New Faith Church,http://www.newfaithchurch.org,Houston,TX,2500,Southern Baptist Convention
New Harvest Christian Fellowship,http://www.newharvestnorwalk.com,Norwalk,CA,2000,Unknown (unspecified)
New Heights Church,http://www.newheights.org,Vancouver,WA,4000,Baptist General Conference
New Hope Baptist Church,http://www.newhope2locations.com,Birmingham,AL,3000,Baptist (unspecified)
New Hope Baptist Church,http://www.newhopebc.org,Fayetteville,GA,2200,Southern Baptist Convention
New Hope Church,http://www.newhopechurch.tv,Manvel,TX,5686,CHRISTIAN
New Hope Church Evangelical Free Church,http://www.newhopechurchmn.org,New Hope,MN,3757,Evangelical Free
New Hope Leeward,http://www.newhopeleeward.org,Waipahu,HI,4358,Four Square
New Hope Missionary Baptist Church,http://www.newhopesb.org,San Bernardino,CA,3400,Baptist General Conference
New Hope Oahu,http://www.enewhope.org,Honolulu,HI,9000,Four Square
New Life Center,http://www.bakersfieldnlc.org,Bakersfield,CA,2000,Four Square
New Life Christian Fellowship,http://www.nlcf.org,Jacksonville,FL,2000,"Independent, Nondenominational"
New Life Church,http://www.newlifeinfo.com,Alamo,CA,2150,Assemblies of God
New Life Church,http://www.enewlife.com,Gahanna,OH,1800,"Independent, Nondenominational"
New Life Church,http://www.newlifechurch.org,Colorado Springs,CO,12000,"Independent, Nondenominational"
New Life Church,http://www.newlifechurch.tv,Conway,AR,8205,Unknown (unspecified)
New Life Church at Renton,http://www.newliferenton.com,Renton,WA,2733,Assemblies of God
New Life Community Church,http://www.nlccn.org,Pismo Beach,CA,2367,Church of the Nazarene
New Life Community Church,http://www.newlifechicago.org,Chicago,IL,3900,Unknown (unspecified)
New Life Covenant Ministries,http://www.mynewlife.org,Chicago,IL,12994,Assemblies of God
New Life Covenant Oakwood Church Southeast,http://www.newlifesoutheast.org,Chicago,IL,10000,"Independent, Nondenominational"
New Life Fellowship-Community Church of Seattle,http://www.seattlenewlife.org,Bothell,WA,3000,Unknown (unspecified)
New Life Foursquare Church,http://www.newlifecenter.org,Everett,WA,2700,Four Square
New Life Providence Church,http://www.newlifeprovidence.com,Virginia Beach,VA,2500,"Independent, Nondenominational"
New Life Worship Center,http://www.newlifeindy.org,Indianapolis,IN,2250,"Independent, Nondenominational"
New Light Christian Center Church,http://www.newlight.org,Houston,TX,13500,Unknown (unspecified)
New Mercies Christian Church,http://www.newmerciescc.org,Lilburn,GA,7000,CHRISTIAN
New Prospect Missionary Baptist Church,http://www.newnpmbcunity.org,Detroit,MI,2000,National Baptist Convention
New Psalmist Baptist Church,http://www.newpsalmist.org,Baltimore,MD,6000,Baptist (unspecified)
New Saint Paul Tabernacle Church,http://www.nspt.org,Detroit,MI,2300,Church of God in Christ
New Salem Baptist Church,http://www.newsalemcares.org,Columbus,OH,2000,Baptist (unspecified)
New Salem Missionary Baptist Church,http://www.newsalembaptist.com,Memphis,TN,3100,Missionary Baptist
New Shiloh Baptist Church,http://www.newshilohbaptist.org,Baltimore,MD,2000,Unknown (unspecified)
New Song Church,http://www.newsongdallas.org,Carrollton,TX,2000,Southern Baptist Convention
New Venture Christian Fellowship,http://www.newventure.org,Oceanside,CA,2001,Unknown (unspecified)
New Vision Baptist Church,http://www.newvisiononline.net,Murfreesboro,TN,2150,Southern Baptist Convention
New Vision Church,http://newvisionchurch.org,Milpitas,CA,2300,Southern Baptist Convention
Newbreak,http://www.newbreak.org,San Diego,CA,2171,Assemblies of God
Newhope church,http://www.newhopechurch.org,Durham,NC,2572,"Independent, Nondenominational"
NewLife Church,http://www.newlifekitsap.com,Silverdale,WA,3044,Assemblies of God
NewPointe Community Church,http://www.newpointe.org,Dover,OH,3200,METH
NewSong Church,http://global.newsong.net,Irvine,CA,2000,Evangelical Covenant
NewSpring Church,http://www.newspring.cc,Anderson,SC,10000,Southern Baptist Convention
NewSpring Church,http://newspring.org,Wichita,KS,2000,Unknown (unspecified)
North Boulevard Church of Christ,http://www.north-blvd.org,Murfreesboro,TN,1800,Church of Christ
North Church,http://www.northchurch.org,Carrollton,TX,3500,"Independent, Nondenominational"
North Coast Calvary Chapel,http://www.northcoastcalvary.org,Carlsbad,CA,6000,Calvary Churches
North Coast Church,http://www.northcoastchurch.com,Vista,CA,8906,Evangelical Free
North County Christ the King Community Church,http://www.ncctk.com,Lynden,WA,1950,"Independent, Nondenominational"
North Heights Lutheran Church,http://www.nhlc.org,Roseville,MN,2300,Evangelical Lutheran Church in America
North Heights Lutheran Church,http://www.nhlc.org,Arden Hills,MN,2200,Lutheran (unspecified)
North Metro Church,http://www.northmetro.org,Kennesaw,GA,3500,"Independent, Nondenominational"
North Metro First Baptist Church,http://www.northmetro.net,Lawrenceville,GA,2285,Baptist (unspecified)
North Park Community Church,http://www.northpark.ca,London,ON,2200,"Independent, Nondenominational"
North Phoenix Baptist Church,http://www.npbc.org,Phoenix,AZ,2350,Southern Baptist Convention
North Point Church,http://www.northpointchurch.tv,Springfield,MO,4500,Assemblies of God
North Point Ministries,http://www.northpointministries.org,Alpharetta,GA,24273,"Independent, Nondenominational"
North Scottsdale Christian,http://www.northscottsdalechristian.com,Scottsdale,AZ,1700,Assemblies of God
North Valley Baptist Church,http://www.nvbc.org,Santa Clara,CA,3000,"Independent, Nondenominational"
North Way Christian Community,http://www.northway.org,Wexford,PA,3000,Unknown (unspecified)
Northeast Christian Church,http://www.necchurch.org,Louisville,KY,2652,CHRISTIAN
Northern Hills Christian Church,http://www.northernhills.cc,Brighton,CO,2000,"Independent, Nondenominational"
Northland A Church Distributed,http://www.northlandcc.net,Longwood,FL,12000,"Independent, Nondenominational"
NorthRidge Church,http://www.northridgechurch.com,Plymouth,MI,9655,"Independent, Nondenominational"
Northshore Baptist Church,http://www.nsb.org,Kirland,WA,2400,Baptist (unspecified)
Northside Baptist Church,http://www.northsidecharlotte.com,Charlotte,NC,2000,Baptist (unspecified)
Northside Baptist Church,http://www.northsidebaptist.org,West Columbia,SC,2000,Southern Baptist Convention
Northside Christian Church,http://www.northsidechurch.com,Clovis,CA,2600,CHRISTIAN
Northside Christian Church,http://www.mynorthside.com,New Albany,IN,5006,CHRISTIAN
NorthStar Church,http://www.northstarchurch.org,Kennesaw,GA,2000,Southern Baptist Convention
Northstar Church,http://northstar.cc,Panama City,FL,2000,"Independent, Nondenominational"
Northview Church,http://www.nvcl.org,Carmel,IN,6595,"Independent, Nondenominational"
Northview Community Church,http://www.northview.org,Abbotsford,BC,2700,MEN
Northway Fellowship Church,http://www.northwaychurch.tv,Clifton Park,NY,2000,"Independent, Nondenominational"
Northwest Church,http://www.nwcfoursquare.org,Federal Way,WA,1800,Four Square
Northwest Church,http://www.nwc.org,Fresno,CA,1800,Baptist General Conference
Northwest Community Church,http://www.nccphx.org,Phoenix,AZ,2500,"Independent, Nondenominational"
NorthWood Church,http://www.northwoodchurch.org,Keller,TX,2106,Southern Baptist Convention
Northwood Temple Church,http://www.northwoodtemple.org,Fayetteville,NC,2000,International Pentecostal Holiness Church
Northwoods Community Church,http://www.nwoods.org,Peoria,IL,3800,MEN
Oak Cliff Bible Fellowship Church,http://www.ocbfchurch.org,Dallas,TX,7000,"Independent, Nondenominational"
Oak Creek Assembly of God,http://www.oakcreekag.org,Oak Creek,WI,2229,Assemblies of God
Oak Hills Church,http://www.oakhillschurch.com,San Antonio,TX,8663,Church of Christ
Oak Pointe Church,http://www.oakpointe.org,Novi,MI,3000,"Independent, Nondenominational"
Oakwood Baptist Church,http://www.oakwoodbc.org,Chickamauga,GA,2415,Southern Baptist Convention
Oakwood Baptist Church,http://www.oakwoodbaptist.org,New Braunfels,TX,2447,Southern Baptist Convention
Oakwood College Church,http://www.oakwoodcollegechurch.org,Huntsville,AL,2000,Seventh-day Adventist
Oasis Church,http://www.visitoasis.org,Pembroke Pines,FL,2200,Southern Baptist Convention
Oasis Church,http://www.oasisla.org,Valley Village,CA,2000,Unknown (unspecified)
Oasis Family Life Church,http://www.oasisfamilylife.com,Dallas,GA,2500,Unknown (unspecified)
Olathe Bible Church,http://www.olathebible.org,Olathe,KS,2200,Unknown (unspecified)
Olive Baptist Church,http://www.olivebaptist.org,Pensacola,FL,3137,Southern Baptist Convention
Olivet Institutional Baptist Church,http://www.oibc.org,Cleveland,OH,2000,Unknown (unspecified)
One Community Church,http://www.onechurchhome.org,Plano,TX,3000,"Independent, Nondenominational"
Only Believe Ministries Christian Center,http://www.obmcc.org,Botkins,OH,2000,"Independent, Nondenominational"
Open Door Presbyterian Church,http://www.opendoorpc.org,Herndon,VA,2500,PRES
Orange Hills Assembly of God,http://www.orangehills.net,Orange Hills,CA,2000,Assemblies of God
Orchard Hill Church,http://www.orchardhillchurch.org,Cedar Falls,IA,2000,Reformed Church in America
Oriental Mission Church,http://www.omc.org,Los Angeles,CA,3800,CHRISTIAN
Our Savior�s Church,http://oursaviorschurch.com,Lafayette,LA,4600,"Independent, Nondenominational"
Overcoming by Faith,http://www.overcomingbyfaith.org,Savannah,GA,2000,Four Square
Overcoming Faith Christian Center,http://www.overcomingfaith.com,Arlington,TX,2000,Unknown (unspecified)
Overlake Christian Church,http://www.occ.org,Redmond,WA,3000,CHRISTIAN
Owensboro Christian Church,http://www.owensborochristian.org,Owensboro,KY,2052,CHRISTIAN
Palm Valley Church,http://www.palmvalleychurch.com,Mission,TX,3700,"Independent, Nondenominational"
Palm Valley Community Church,http://www.palmvalley.org,Litchfield Park,AZ,2500,"Independent, Nondenominational"
Palmcroft Baptist Church,http://www.palmcroft.com,Phoenix,AZ,2000,CBA
Pantano Christian Church,http://www.pccwired.org,Tucson,AZ,2455,CHRISTIAN
Pantego Bible Church,http://www.pantego.org,Fort Worth,TX,2500,"Independent, Nondenominational"
Paradise Alliance Church,http://www.paradisecma.org,Paradise,CA,2100,Christian & Missionary Alliance
Park Cities Baptist Church,http://www.pcbc.org,Dallas,TX,2500,Southern Baptist Convention
Park Cities Presbyterian Church,http://www.pcpc.org,Dallas,TX,5500,Presbyterian Church of America
Park Community Church,http://www.parkcommunitychurch.org,Chicago,IL,2500,"Independent, Nondenominational"
Park Street Church,http://www.parkstreet.org,Boston,MA,2000,Unknown (unspecified)
Park West Church,http://www.parkwest.org,Knoxville,TN,2000,"Church of God, Cleveland"
Parkcrest Christian Church,http://www.parkcrest.org,Long Beach,CA,2500,"Independent, Nondenominational"
Parker Hill Community Church,http://www.parkerhill.org,Scranton,PA,1950,"Independent, Nondenominational"
Parkside Church,http://www.parksidechurch.com,Chagrin Falls,OH,4000,"Independent, Nondenominational"
Parkview Christian Church,http://www.parkviewchurch.com,Orland Park,IL,7093,CHRISTIAN
Passion City Church,http://www.passioncitychurch.com,Atlanta,GA,6500,"Independent, Nondenominational"
Pathway Church,http://www.pathwaychurchonline.com,Wichita,KS,3012,CHRISTIAN
Pathway Community Church,http://www.pccfw.org,Fort Wayne,IN,3000,"Independent, Nondenominational"
Peace Baptist Church,http://www.peacebaptistchurch.org,Decatur,GA,1800,Baptist (unspecified)
Peachtree Presbyterian Church,http://www.peachtreepres.org,Atlanta,GA,3171,"Presbyterian Church, U.S.A."
Pentecostals of Alexandria,http://www.thepentecostals.org,Alexandria,LA,2800,United Pentecostal Church International
People’s Church,http://peopleschurch.tv,Oklahoma City,OK,6000,Assemblies of God
